vars,contraints,operation,elapsed_time
1537,512,fillTableau,1034.239990
1537,512,gauss1,374.783997
1537,512,solve,2035.712036
1537,512,solve,1828.864014
1537,512,solve,1920.000000
1537,512,solve,1656.832031
1537,512,solve,3385.343994
1537,512,solve,1750.015991
1537,512,solve,1514.495972
1537,512,solve,1555.456055
1537,512,solve,1463.296021
1537,512,solve,1433.728027
1537,512,solve,1376.384033
1537,512,solve,1374.208008
1537,512,solve,1368.064087
1537,512,solve,1369.151978
1537,512,solve,1521.664062
1537,512,solve,1523.712036
1537,512,solve,1325.952026
1537,512,solve,1346.687988
1537,512,solve,1594.367920
1537,512,solve,1464.319946
1537,512,solve,1420.320068
1537,512,solve,5386.240234
1537,512,solve,1713.152100
1537,512,solve,1433.599976
1537,512,solve,1704.031982
1537,512,solve,1642.495972
1537,512,solve,1827.839966
1537,512,solve,1971.199951
1537,512,solve,1943.552002
1537,512,solve,1621.920044
1537,512,solve,1479.743896
1537,512,solve,1490.943970
1537,512,solve,1526.783936
1537,512,solve,1525.760010
1537,512,solve,1501.183960
1537,512,solve,2054.143799
1537,512,solve,1976.320068
1537,512,solve,1692.767944
1537,512,solve,5217.279785
1537,512,solve,1440.767944
1537,512,solve,1426.432007
1537,512,solve,2801.664062
1537,512,solve,21810.177734
1537,512,solve,1508.255981
1537,512,solve,1221.760010
1537,512,solve,1227.776001
1537,512,solve,1282.015991
1537,512,solve,2578.432129
1537,512,solve,2658.303955
1537,512,solve,2931.711914
1537,512,solve,2898.943848
1537,512,solve,2812.927979
1537,512,solve,2778.111816
1537,512,solve,2669.568115
1537,512,solve,2735.104004
1537,512,solve,2600.959961
1537,512,solve,2642.944092
1537,512,solve,1806.336060
1537,512,solve,2328.576172
1537,512,solve,2250.719971
1537,512,solve,2298.880127
1537,512,solve,2124.895996
1537,512,solve,2104.320068
1537,512,solve,2152.447998
1537,512,solve,2100.224121
1537,512,solve,2097.152100
1537,512,solve,2112.543945
1537,512,solve,2111.488037
1537,512,solve,2105.343994
1537,512,solve,2224.127930
1537,512,solve,2111.488037
1537,512,solve,2096.127930
1537,512,solve,2096.127930
1537,512,solve,2116.607910
1537,512,solve,2074.528076
1537,512,solve,2085.887939
1537,512,solve,2092.000000
1537,512,solve,2007.040039
1537,512,solve,2033.663940
1537,512,solve,2097.152100
1537,512,solve,2117.631836
1537,512,solve,2080.768066
1537,512,solve,2306.047852
1537,512,solve,2541.568115
1537,512,solve,2438.144043
1537,512,solve,2368.511963
1537,512,solve,2285.568115
1537,512,solve,2229.248047
1537,512,solve,2070.528076
1537,512,solve,2019.328125
1537,512,solve,2008.127930
1537,512,solve,2007.040039
1537,512,solve,2013.119995
1537,512,solve,1998.847900
1537,512,solve,1997.823975
1537,512,solve,2001.920044
1537,512,solve,2008.064087
1537,512,solve,2001.920044
1537,512,solve,2007.040039
1537,512,solve,1999.871948
1537,512,solve,1996.799927
1537,512,solve,2002.880127
1537,512,solve,1997.823975
1537,512,solve,2954.239990
1537,512,solve,2604.031982
1537,512,solve,2670.559814
1537,512,solve,2762.720215
1537,512,solve,2850.815918
1537,512,solve,2650.176025
1537,512,solve,2480.127930
1537,512,solve,2135.040039
1537,512,solve,2094.080078
1537,512,solve,2156.608154
1537,512,solve,2105.343994
1537,512,solve,2102.271973
1537,512,solve,2113.535889
1537,512,solve,2112.512207
1537,512,solve,2135.040039
1537,512,solve,2099.199951
1537,512,solve,2104.320068
1537,512,solve,2163.711914
1537,512,solve,2108.416016
1537,512,solve,2520.064209
1537,512,solve,2586.528076
1537,512,solve,2513.920166
1537,512,solve,2402.303955
1537,512,solve,2217.983887
1537,512,solve,2481.152100
1537,512,solve,2409.471924
1537,512,solve,2358.271973
1537,512,solve,1568.768066
1537,512,solve,2234.368164
1537,512,solve,2036.704102
1537,512,solve,1869.824097
1537,512,solve,1872.895996
1537,512,solve,1871.871948
1537,512,solve,1868.800049
1537,512,solve,1878.015991
1537,512,solve,1862.656006
1537,512,solve,1924.095947
1537,512,solve,1883.135986
1537,512,solve,1882.112061
1537,512,solve,1132.544067
1537,512,solve,1969.151978
1537,512,solve,1861.631958
1537,512,solve,1857.536011
1537,512,solve,1863.680054
1537,512,solve,1865.728027
1537,512,solve,1876.063965
1537,512,solve,1867.871948
1537,512,solve,1865.760010
1537,512,solve,1901.568115
1537,512,solve,1867.840088
1537,512,solve,1858.559937
1537,512,solve,1862.656006
1537,512,solve,1868.800049
1537,512,solve,1859.583984
1537,512,solve,1865.728027
1537,512,solve,1859.616089
1537,512,solve,1985.536011
1537,512,solve,2115.583984
1537,512,solve,1958.911987
1537,512,solve,1949.599976
1537,512,solve,1967.231934
1537,512,solve,1963.008057
1537,512,solve,2011.136108
1537,512,solve,1979.392090
1537,512,solve,2199.552002
1537,512,solve,1969.056030
1537,512,solve,1901.536011
1537,512,solve,1927.167969
1537,512,solve,1918.975952
1537,512,solve,1899.520020
1537,512,solve,1873.984009
1537,512,solve,1890.303955
1537,512,solve,1888.255981
1537,512,solve,1958.976074
1537,512,solve,1900.544067
1537,512,solve,1872.895996
1537,512,solve,1899.520020
1537,512,solve,1874.943970
1537,512,solve,1952.767944
1537,512,solve,1953.791992
1537,512,solve,1967.104004
1537,512,solve,1977.343994
1537,512,solve,1946.656006
1537,512,solve,1944.576050
1537,512,solve,1948.671997
1537,512,solve,1939.455933
1537,512,solve,1939.455933
1537,512,solve,1954.816040
1537,512,solve,1949.695923
1537,512,solve,1934.335938
1537,512,solve,1935.359985
1537,512,solve,1912.832031
1537,512,solve,1932.288086
1537,512,solve,1932.288086
1537,512,solve,1937.407959
1537,512,solve,1921.119995
1537,512,solve,1862.656006
1537,512,solve,1895.423950
1537,512,solve,1906.720093
