vars,contraints,operation,elapsed_time
6145,2048,fillTableau,2722.624023
6145,2048,gauss1,342.752014
6145,2048,solve,1342.272095
6145,2048,solve,1331.040039
6145,2048,solve,3891.360107
6145,2048,solve,1393.343994
6145,2048,solve,1326.015991
6145,2048,solve,1332.800049
6145,2048,solve,1575.615967
6145,2048,solve,1337.343994
6145,2048,solve,1344.768066
6145,2048,solve,1326.719971
6145,2048,solve,1319.552002
6145,2048,solve,1955.360107
6145,2048,solve,2637.343994
6145,2048,solve,1746.239990
6145,2048,solve,1325.631958
6145,2048,solve,1327.167969
6145,2048,solve,1326.784058
6145,2048,solve,1344.128052
6145,2048,solve,1324.640015
6145,2048,solve,1322.335938
6145,2048,solve,1319.391968
6145,2048,solve,1319.072021
6145,2048,solve,3204.096191
6145,2048,solve,1817.631958
6145,2048,solve,1341.887939
6145,2048,solve,1324.800049
6145,2048,solve,1321.248047
6145,2048,solve,1328.959961
6145,2048,solve,1319.872070
6145,2048,solve,1323.135986
6145,2048,solve,1336.416016
6145,2048,solve,1323.264038
6145,2048,solve,3197.343994
6145,2048,solve,1318.848022
6145,2048,solve,1871.871948
6145,2048,solve,1345.183960
6145,2048,solve,1341.119995
6145,2048,solve,1335.615967
6145,2048,solve,1327.552002
6145,2048,solve,1334.112061
6145,2048,solve,1318.176025
6145,2048,solve,1320.255981
6145,2048,solve,3218.239990
6145,2048,solve,1324.319946
6145,2048,solve,1323.519897
6145,2048,solve,1748.767944
6145,2048,solve,1354.400024
6145,2048,solve,1341.599976
6145,2048,solve,1325.248047
6145,2048,solve,1323.488037
6145,2048,solve,1322.239990
6145,2048,solve,1330.592041
6145,2048,solve,2654.624023
6145,2048,solve,2738.399902
6145,2048,solve,1324.063965
6145,2048,solve,1839.200073
6145,2048,solve,1327.712036
6145,2048,solve,1325.248047
6145,2048,solve,1343.935913
6145,2048,solve,1317.216064
6145,2048,solve,1335.711914
6145,2048,solve,3186.592041
6145,2048,solve,1324.543945
6145,2048,solve,1351.071899
6145,2048,solve,1321.472046
6145,2048,solve,1819.039917
6145,2048,solve,1325.631958
6145,2048,solve,1323.615967
6145,2048,solve,1319.552002
6145,2048,solve,1322.144043
6145,2048,solve,1349.920044
6145,2048,solve,3363.744141
6145,2048,solve,1893.375977
6145,2048,solve,1326.367920
6145,2048,solve,1331.936035
6145,2048,solve,1323.007935
6145,2048,solve,1318.976074
6145,2048,solve,1324.384033
6145,2048,solve,1314.816040
6145,2048,solve,1336.799927
6145,2048,solve,1329.023926
6145,2048,solve,3428.384033
6145,2048,solve,1814.560059
6145,2048,solve,1318.271973
6145,2048,solve,1341.151978
6145,2048,solve,1328.127930
6145,2048,solve,1348.479980
6145,2048,solve,1319.807983
6145,2048,solve,1330.368042
6145,2048,solve,1320.543945
6145,2048,solve,1316.352051
6145,2048,solve,3240.031982
6145,2048,solve,1319.807983
6145,2048,solve,1857.632080
6145,2048,solve,1322.911987
6145,2048,solve,1338.624023
6145,2048,solve,1323.968018
6145,2048,solve,1322.783936
6145,2048,solve,1314.015991
6145,2048,solve,1318.687988
6145,2048,solve,1318.624023
6145,2048,solve,2632.384033
6145,2048,solve,2064.384033
6145,2048,solve,1811.712036
6145,2048,solve,1322.400024
6145,2048,solve,1321.728027
6145,2048,solve,1328.959961
6145,2048,solve,1318.239990
6145,2048,solve,1318.495972
6145,2048,solve,1324.640015
6145,2048,solve,1314.239990
6145,2048,solve,2654.560059
6145,2048,solve,2060.480225
6145,2048,solve,1313.728027
6145,2048,solve,1860.255981
6145,2048,solve,1344.095947
6145,2048,solve,2724.416016
6145,2048,solve,2725.343994
6145,2048,solve,5034.560059
6145,2048,solve,2731.583984
6145,2048,solve,3259.424072
6145,2048,solve,2723.903809
6145,2048,solve,3338.239990
6145,2048,solve,4583.968262
6145,2048,solve,2723.328125
6145,2048,solve,2731.936035
6145,2048,solve,2712.895996
6145,2048,solve,3962.752197
6145,2048,solve,3952.608154
6145,2048,solve,1322.656006
6145,2048,solve,2740.320068
6145,2048,solve,2720.383789
6145,2048,solve,2717.312012
6145,2048,solve,5038.208008
6145,2048,solve,3273.600098
6145,2048,solve,2728.768066
6145,2048,solve,2719.968018
6145,2048,solve,3351.263916
6145,2048,solve,4019.455811
6145,2048,solve,3269.887939
6145,2048,solve,2727.711914
6145,2048,solve,2736.895996
6145,2048,solve,3338.783936
6145,2048,solve,3948.352051
6145,2048,solve,3216.864014
6145,2048,solve,2745.951904
6145,2048,solve,2725.439941
6145,2048,solve,5139.711914
6145,2048,solve,2972.927979
6145,2048,solve,3266.271973
6145,2048,solve,2737.696045
6145,2048,solve,2722.431885
6145,2048,solve,5068.927734
6145,2048,solve,2724.832031
6145,2048,solve,3216.864014
6145,2048,solve,2733.216064
6145,2048,solve,3345.823975
6145,2048,solve,4532.512207
6145,2048,solve,2745.728027
6145,2048,solve,2728.159912
6145,2048,solve,2723.072021
6145,2048,solve,3347.712158
6145,2048,solve,4499.487793
6145,2048,solve,2724.960205
6145,2048,solve,2727.423828
6145,2048,solve,2718.463867
6145,2048,solve,3343.552002
6145,2048,solve,4021.152100
6145,2048,solve,3257.024170
6145,2048,solve,2725.791992
6145,2048,solve,2717.823975
6145,2048,solve,3973.632080
6145,2048,solve,3522.303955
6145,2048,solve,3283.072021
6145,2048,solve,2736.191895
6145,2048,solve,2721.728027
6145,2048,solve,4999.839844
6145,2048,solve,2734.592041
6145,2048,solve,3267.552002
6145,2048,solve,2733.760010
6145,2048,solve,3347.615967
6145,2048,solve,4555.712402
6145,2048,solve,1342.399902
6145,2048,solve,2737.216064
6145,2048,solve,2986.943848
6145,2048,solve,3155.968018
6145,2048,solve,5075.231934
6145,2048,solve,2746.271973
